CASE_NO,STARTED,CLOSED,CaseType,CaseSubType,SITE_ADDR,SITE_CITY,SITE_STATE,SITE_ZIP,Case_Count,Case_Completion
CE03-0423,5/8/2003 12:00:00 AM,5/20/2003 12:00:00 AM,CODE ENFORCEMENT,USE,917 BEVERLY RD,,,,1,1
CE05-0417,4/23/2005 12:00:00 AM,5/12/2005 12:00:00 AM,CODE ENFORCEMENT,MULTI,917 BEVERLY RD     ,,,,1,1
CE07-0628,4/13/2007 12:00:00 AM,11/29/2007 12:00:00 AM,CODE ENFORCEMENT,MULTI,2790 BUCKINGHAM WY     ,,,,1,1
CE20-0247,3/4/2020 12:00:00 AM,3/4/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2460 MESQUITE LN,CORONA,CA,92882,1,1
CE07-1849,11/13/2007 12:00:00 AM,5/16/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,1931 S MAIN ST     ,,,,1,1
CE10-0354,3/22/2010 12:00:00 AM,4/28/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,1931 S MAIN ST     ,,,,1,1
CC24-0386,3/20/2024 12:00:00 AM,7/22/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,493 WELLINGTON CIR,CORONA,CA,92879,1,1
CC23-1136,7/23/2023 12:00:00 AM,8/13/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2226 LOCHNESS CIR,CORONA,CA,92881,1,1
CC23-0875,6/8/2023 12:00:00 AM,7/6/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,929 BLUE CREST ST,CORONA,CA,92882,1,1
CE01-1417,12/12/2001 12:00:00 AM,12/9/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,1607 PAMELA ST,,,,1,1
CC25-0905,6/20/2025 12:00:00 AM,,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,919 QUARRY ST,CORONA,CA,92879,1,0
CE07-1992,12/20/2007 12:00:00 AM,1/8/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,1898 LITTLER LN     ,,,,1,1
CE19-1307,10/17/2019 12:00:00 AM,10/18/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,919 QUARRY ST,CORONA,CA,92879,1,1
CE10-1071,9/28/2010 12:00:00 AM,10/14/2010 12:00:00 AM,CODE ENFORCEMENT,USE,1060 CARRIAGE LN     ,,,,1,1
CC24-0304,3/5/2024 12:00:00 AM,3/13/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,520 PACIFIC RD,CORONA,CA,92881,1,1
CE04-1427,12/6/2004 12:00:00 AM,1/11/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,520 PACIFIC AV,,,,1,1
CC23-0053,1/18/2023 12:00:00 AM,5/1/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,924 BLOSSOM HILL DR,CORONA,CA,92880,1,1
CC23-0209,2/21/2023 12:00:00 AM,3/21/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1276 RIVER RD,CORONA,CA,92880,1,1
CC25-1060,7/15/2025 12:00:00 AM,7/17/2025 12:00:00 AM,CODE ENFORCEMENT,PROPERTY MAINTENANCE,302 BLACKPINE DR,CORONA,CA,92879,1,1
CE01-0396,5/30/2001 12:00:00 AM,5/31/2001 12:00:00 AM,CODE ENFORCEMENT,PROP,302 BLACKPINE DR,,,,1,1
CC25-0082,1/18/2025 12:00:00 AM,2/1/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,302 BLACKPINE DR,CORONA,CA,92879,1,1
CE07-0201,2/7/2007 12:00:00 AM,3/11/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,838 POINTE VISTA CI     ,,,,1,1
CE15-0597,6/29/2015 12:00:00 AM,2/16/2016 12:00:00 AM,CODE ENFORCEMENT,,1276 RIVER RD ,,,,1,1
CE17-0281,3/7/2017 12:00:00 AM,3/21/2017 12:00:00 AM,CODE ENFORCEMENT,,1276 RIVER RD ,,,,1,1
CE17-0825,6/19/2017 12:00:00 AM,2/1/2018 12:00:00 AM,CODE ENFORCEMENT,,1276 RIVER RD,,,,1,1
CE08-1087,8/1/2008 12:00:00 AM,10/16/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,650 BIRCHWOOD LN     ,,,,1,1
CE10-0571,5/11/2010 12:00:00 AM,6/28/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,1276 RIVER RD     ,,,,1,1
CE10-0789,7/8/2010 12:00:00 AM,8/31/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,160 E ORANGE HEIGHTS LN     ,,,,1,1
CE12-0887,8/27/2012 12:00:00 AM,12/12/2012 12:00:00 AM,CODE ENFORCEMENT,,302 BLACKPINE DR     ,,,,1,1
CE12-0254,3/12/2012 12:00:00 AM,5/23/2012 12:00:00 AM,CODE ENFORCEMENT,,302 BLACKPINE DR     ,,,,1,1
CE12-0295,3/26/2012 12:00:00 AM,10/16/2012 12:00:00 AM,CODE ENFORCEMENT,,1276 RIVER RD     ,,,,1,1
CE05-0319,3/31/2005 12:00:00 AM,5/11/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,823 FILBERT ST     ,,,,1,1
CE14-0184,2/20/2014 12:00:00 AM,3/18/2014 12:00:00 AM,CODE ENFORCEMENT,,PROPERTY NEXT TO 1725 OAKRIDGE,,,,1,1
CE16-1237,9/19/2016 12:00:00 AM,11/18/2016 12:00:00 AM,CODE ENFORCEMENT,,3119 MIRA VISTA WY ,,,,1,1
CC24-0195,2/6/2024 12:00:00 AM,2/27/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1474 GREENBRIAR DR,CORONA,CA,92880,1,1
CE16-1117,8/23/2016 12:00:00 AM,11/3/2016 12:00:00 AM,CODE ENFORCEMENT,,1474 GREENBRIAR DR ,,,,1,1
CC23-0942,6/21/2023 12:00:00 AM,6/29/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3070 MANCHESTER CIR,CORONA,CA,92879,1,1
CE08-0506,4/8/2008 12:00:00 AM,10/20/2008 12:00:00 AM,CODE ENFORCEMENT,DEVEL,3070 MANCHESTER CI     ,,,,1,1
CE01-1226,11/2/2001 12:00:00 AM,11/20/2001 12:00:00 AM,CODE ENFORCEMENT,PROP,515 CORONA AV,,,,1,1
CE18-1430,10/11/2018 12:00:00 AM,2/22/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,515 CORONA CI,CORONA,CA,92879,1,1
CE05-0934,10/13/2005 12:00:00 AM,2/28/2007 12:00:00 AM,CODE ENFORCEMENT,MULTI,2379 TOULOUSE CI     ,,,,1,1
CE19-0850,7/25/2019 12:00:00 AM,1/31/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2154 SADDLEBACK DR,CORONA,CA,92879,1,1
CE04-0290,3/10/2004 12:00:00 AM,3/29/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,1446 BROOKDALE DR     ,,,,1,1
CE18-1503,10/22/2018 12:00:00 AM,11/8/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3780 OCALA CI,CORONA,CA,92881,1,1
CE05-0987,10/26/2005 12:00:00 AM,11/3/2005 12:00:00 AM,CODE ENFORCEMENT,MULTI,928 SILVERCREEK RD     ,,,,1,1
CE06-1094,10/24/2006 12:00:00 AM,11/17/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,928 SILVERCREEK RD     ,,,,1,1
CE09-0757,6/16/2009 12:00:00 AM,2/11/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,959 E FRANCIS ST     ,,,,1,1
CE16-0223,2/26/2016 12:00:00 AM,6/15/2016 12:00:00 AM,CODE ENFORCEMENT,,959 E FRANCIS ST ,,,,1,1
CE21-0325,4/7/2021 12:00:00 AM,6/3/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,959 E FRANCIS ST,CORONA,CA,92879,1,1
CE99-1317,10/17/2000 12:00:00 AM,11/1/2000 12:00:00 AM,CODE ENFORCEMENT,PROP,959 E FRANCIS ST,,,,1,1
CE05-0774,9/2/2005 12:00:00 AM,10/11/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,2173 DANA ST,,,,1,1
CE07-0835,5/18/2007 12:00:00 AM,8/29/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,2173 DANA ST,,,,1,1
CE09-0602,5/18/2009 12:00:00 AM,12/1/2009 12:00:00 AM,CODE ENFORCEMENT,PROP,2173 DANA CI     ,,,,1,1
CE12-1216,12/20/2012 12:00:00 AM,1/10/2013 12:00:00 AM,CODE ENFORCEMENT,,2173 DANA CI     ,,,,1,1
CE21-0336,4/8/2021 12:00:00 AM,5/11/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2173 DANA CIR,CORONA,CA,92879,1,1
CE22-1144,7/27/2022 12:00:00 AM,12/22/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2173 DANA CIR,CORONA,CA,92879,1,1
CE21-1268,11/2/2021 12:00:00 AM,12/13/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2173 DANA CIR,CORONA,CA,92879,1,1
CE12-1045,10/15/2012 12:00:00 AM,11/13/2012 12:00:00 AM,CODE ENFORCEMENT,,1665 RAINBOW RIDGE     ,,,,1,1
CC25-0994,7/7/2025 12:00:00 AM,7/30/2025 12:00:00 AM,CODE ENFORCEMENT,PROPERTY MAINTENANCE,2171 FENNEL DR,CORONA,CA,92879,1,1
CE01-0847,8/30/2001 12:00:00 AM,8/30/2001 12:00:00 AM,CODE ENFORCEMENT,SIGN,1010 E SIXTH ST,,,,1,1
CE04-0893,7/2/2004 12:00:00 AM,7/6/2004 12:00:00 AM,CODE ENFORCEMENT,SIGN,1012 E SIXTH ST,,,,1,1
CE16-1455,10/26/2016 12:00:00 AM,12/7/2016 12:00:00 AM,CODE ENFORCEMENT,,1010 E SIXTH ST ,,,,1,1
CE16-1503,11/12/2016 12:00:00 AM,11/16/2016 12:00:00 AM,CODE ENFORCEMENT,,1010 E SIXTH ST ,,,,1,1
CE2017-0528,12/5/2017 12:00:00 AM,2/5/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1010 E SIXTH ST,CORONA,CA,92879,1,1
CC24-0284,2/29/2024 12:00:00 AM,3/13/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1817 ROCKCREST DR,CORONA,CA,92880,1,1
CE03-0722,7/17/2003 12:00:00 AM,8/20/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,846 MONARCH DR,,,,1,1
CE04-1070,8/17/2004 12:00:00 AM,8/25/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,846 MONARCH DR     ,,,,1,1
CE04-0411,4/1/2004 12:00:00 AM,4/28/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,846 MONARCH DR     ,,,,1,1
CE05-0824,9/12/2005 12:00:00 AM,10/19/2005 12:00:00 AM,CODE ENFORCEMENT,MULTI,846 MONARCH DR     ,,,,1,1
CE07-1324,8/7/2007 12:00:00 AM,8/7/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,4361 PLAYER RD     ,,,,1,1
CE06-0663,7/26/2006 12:00:00 AM,7/31/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,2153 CARTWHEEL CI     ,,,,1,1
CE12-0005,1/4/2012 12:00:00 AM,2/28/2012 12:00:00 AM,CODE ENFORCEMENT,PROP,2153 CARTWHEEL CI     ,,,,1,1
CE21-0762,7/7/2021 12:00:00 AM,7/19/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1545 BORDER AVE A,CORONA,CA,92882,1,1
CC25-1355,9/2/2025 12:00:00 AM,9/2/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1127 CIRCLE CITY DR,CORONA,CA,92879,1,1
CE09-0241,3/12/2009 12:00:00 AM,3/26/2009 12:00:00 AM,CODE ENFORCEMENT,USE,1127 CIRCLE CITY DR     ,,,,1,1
CE11-0801,7/27/2011 12:00:00 AM,8/17/2011 12:00:00 AM,CODE ENFORCEMENT,MULTI,1127 CIRCLE CITY DR     ,,,,1,1
CE2017-0033,8/4/2017 12:00:00 AM,5/4/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1127 CIRCLE CITY DR,CORONA,CA,92879,1,1
CE99-1151,8/17/2000 12:00:00 AM,9/5/2000 12:00:00 AM,CODE ENFORCEMENT,MULTI,1127 CIRCLE CITY DR,,,,1,1
CE00-0074,11/21/2000 12:00:00 AM,11/20/2000 12:00:00 AM,CODE ENFORCEMENT,PROP,886 CIMARRON LN,,,,1,1
CC25-1582,10/6/2025 12:00:00 AM,,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3544 VANDERBILT CIR,CORONA,CA,92881,1,0
CE12-0514,5/17/2012 12:00:00 AM,7/23/2012 12:00:00 AM,CODE ENFORCEMENT,,501 CLINTON CI     ,,,,1,1
CE15-0941,9/10/2015 12:00:00 AM,11/24/2015 12:00:00 AM,CODE ENFORCEMENT,,501 CLINTON CI ,,,,1,1
CE19-0998,8/23/2019 12:00:00 AM,2/5/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,501 CLINTON CIR,CORONA,CA,92879,1,1
CE99-1286,10/11/2000 12:00:00 AM,11/6/2000 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1346 RAILROAD ST,,,,1,1
CE07-0327,2/26/2007 12:00:00 AM,5/17/2007 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1015 FULLERTON AV     ,,,,1,1
CE14-0860,8/8/2014 12:00:00 AM,8/25/2014 12:00:00 AM,CODE ENFORCEMENT,,1371 VIA DEL RIO,,,,1,1
CE07-0759,5/7/2007 12:00:00 AM,5/14/2007 12:00:00 AM,CODE ENFORCEMENT,MULTI,1879 BOWDOIN ST     ,,,,1,1
CC24-0652,5/8/2024 12:00:00 AM,4/28/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,631 LA CUMBRE CIR,CORONA,CA,92879,1,1
CE01-0094,2/8/2001 12:00:00 AM,4/3/2001 12:00:00 AM,CODE ENFORCEMENT,DEVEL,631 LA CUMBRE CI,,,,1,1
CE12-0675,6/6/2012 12:00:00 AM,4/17/2013 12:00:00 AM,CODE ENFORCEMENT,,631 LA CUMBRE CI     ,,,,1,1
CE19-0536,5/13/2019 12:00:00 AM,7/1/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2515 TAYLOR AV,CORONA,CA,92882,1,1
CE22-1350,9/8/2022 12:00:00 AM,11/1/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2515 TAYLOR AVE,CORONA,CA,92882,1,1
CC23-1452,9/28/2023 12:00:00 AM,10/13/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3240 DIAMOND VIEW ST,CORONA,CA,92882,1,1
CE22-1756,12/8/2022 12:00:00 AM,12/19/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3240 DIAMOND VIEW ST,CORONA,CA,92882,1,1
CE18-0742,5/24/2018 12:00:00 AM,7/3/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1719 VIA SEVILLA ST,CORONA,CA,92881,1,1
CE17-0236,2/24/2017 12:00:00 AM,4/4/2017 12:00:00 AM,CODE ENFORCEMENT,,1719 VIA SEVILLA ST ,,,,1,1
CE20-1424,12/22/2020 12:00:00 AM,1/19/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1719 VIA SEVILLA ST,CORONA,CA,92881,1,1
CE04-0167,2/5/2004 12:00:00 AM,2/11/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,2203 ELLINGTON DR     ,,,,1,1
CE06-0898,9/17/2006 12:00:00 AM,2/5/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,2725 S MAIN ST,CORONA,CA,92881,1,1
CE11-0974,8/24/2011 12:00:00 AM,10/19/2011 12:00:00 AM,CODE ENFORCEMENT,SIGN,2725 S MAIN ST,,,,1,1
CE12-0430,4/30/2012 12:00:00 AM,6/4/2012 12:00:00 AM,CODE ENFORCEMENT,,2701 VIA CIELO DR     ,,,,1,1
CE20-1260,11/4/2020 12:00:00 AM,12/9/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2725 S MAIN ST,CORONA,CA,92881,1,1
CE16-0974,7/26/2016 12:00:00 AM,10/7/2016 12:00:00 AM,CODE ENFORCEMENT,,264 MARIAH CI ,,,,1,1
CC23-0033,1/13/2023 12:00:00 AM,2/28/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1268 DALE CIR,CORONA,CA,92880,1,1
CC23-0211,2/22/2023 12:00:00 AM,3/5/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1163 BAYFIELD DR,CORONA,CA,92880,1,1
CE07-0715,4/30/2007 12:00:00 AM,9/10/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1163 BAYFIELD DR     ,,,,1,1
CE15-0236,3/12/2015 12:00:00 AM,5/19/2015 12:00:00 AM,CODE ENFORCEMENT,,1163 BAYFIELD DR ,,,,1,1
CE16-0891,7/19/2016 12:00:00 AM,5/11/2017 12:00:00 AM,CODE ENFORCEMENT,,1163 BAYFIELD DR ,,,,1,1
CE19-1145,9/19/2019 12:00:00 AM,10/17/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1163 BAYFIELD DR,CORONA,CA,92880,1,1
CE21-0981,8/25/2021 12:00:00 AM,9/1/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3620 GARRETSON AVE,CORONA,CA,92881,1,1
CE22-0811,6/9/2022 12:00:00 AM,7/1/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3620 GARRETSON AVE,CORONA,CA,92881,1,1
CE05-0296,4/1/2005 12:00:00 AM,4/13/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,2103 BELWOOD CI,,,,1,1
CE10-1002,8/26/2010 12:00:00 AM,10/12/2010 12:00:00 AM,CODE ENFORCEMENT,BLDGCODE,2103 BELLWOOD CI     ,,,,1,1
CE14-0951,8/27/2014 12:00:00 AM,7/16/2015 12:00:00 AM,CODE ENFORCEMENT,,811 BARTH ST ,,,,1,1
CE15-0284,3/19/2015 12:00:00 AM,7/7/2015 12:00:00 AM,CODE ENFORCEMENT,,2355 TAYLOR AV ,,,,1,1
CE15-0719,7/27/2015 12:00:00 AM,8/18/2015 12:00:00 AM,CODE ENFORCEMENT,,2355 TAYLOR AV ,,,,1,1
CE20-1052,9/17/2020 12:00:00 AM,1/19/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,811 BARTH ST,CORONA,CA,92879,1,1
CC24-1699,10/29/2024 12:00:00 AM,12/11/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,123 W TENTH ST 6,CORONA,CA,92882,1,1
CC24-1245,8/10/2024 12:00:00 AM,8/10/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,123 W TENTH ST,CORONA,CA,92882,1,1
CE01-0651,7/26/2001 12:00:00 AM,5/1/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,402 TERMINO AV,,,,1,1
CE03-1124,10/22/2003 12:00:00 AM,12/18/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,402 TERMINO AV,,,,1,1
CE04-1218,8/16/2004 12:00:00 AM,11/16/2004 12:00:00 AM,CODE ENFORCEMENT,DEVEL,402 TERMINO AV,CORONA,CA,92879,1,1
CE06-0028,1/9/2006 12:00:00 AM,3/25/2008 12:00:00 AM,CODE ENFORCEMENT,MULTI,402 TERMINO AV     ,,,,1,1
CE08-1398,9/30/2008 12:00:00 AM,,CODE ENFORCEMENT,PROP,402 TERMINO AV     ,,,,1,0
CE09-0837,7/6/2009 12:00:00 AM,10/7/2009 12:00:00 AM,CODE ENFORCEMENT,PROP,402 TERMINO AV     ,,,,1,1
CE10-0383,3/29/2010 12:00:00 AM,8/3/2010 12:00:00 AM,CODE ENFORCEMENT,,402 TERMINO AV     ,,,,1,1
CE12-0950,9/6/2012 12:00:00 AM,5/24/2016 12:00:00 AM,CODE ENFORCEMENT,,402 TERMINO AV     ,,,,1,1
CE16-0583,5/24/2016 12:00:00 AM,6/20/2016 12:00:00 AM,CODE ENFORCEMENT,,402 TERMINO AV ,,,,1,1
CE99-0263,9/20/1999 12:00:00 AM,5/20/2000 12:00:00 AM,CODE ENFORCEMENT,PROP,402 TERMINO AV,,,,1,1
CC23-0632,5/3/2023 12:00:00 AM,6/14/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,341 ANDES WAY,CORONA,CA,92881,1,1
CC24-1136,7/30/2024 12:00:00 AM,8/21/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,341 ANDES WAY,CORONA,CA,92881,1,1
CE01-1381,12/6/2001 12:00:00 AM,12/18/2001 12:00:00 AM,CODE ENFORCEMENT,BLDGCODE,724 PARK LN,,,,1,1
CE19-1276,10/10/2019 12:00:00 AM,2/6/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3390 GARRETSON AVE,CORONA,CA,92881,1,1
CE20-0951,8/28/2020 12:00:00 AM,9/9/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2074 MELBA CT,CORONA,CA,92879,1,1
CE21-0345,4/10/2021 12:00:00 AM,8/11/2021 12:00:00 AM,CODE ENFORCEMENT,ABANDONED-INOPERATIVE VEHICLE,1012 SERENE DR,CORONA,CA,92880,1,1
CE21-0458,4/28/2021 12:00:00 AM,5/11/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,146 E SIXTH ST,CORONA,CA,92879,1,1
CC25-1314,8/22/2025 12:00:00 AM,9/12/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,260 W FOOTHILL PKWY,CORONA,CA,92882,1,1
CE02-0189,2/19/2002 12:00:00 AM,3/13/2002 12:00:00 AM,CODE ENFORCEMENT,SIGN,260 W FOOTHILL PK,,,,1,1
CE02-0390,4/4/2002 12:00:00 AM,4/9/2002 12:00:00 AM,CODE ENFORCEMENT,SIGN,260 W FOOTHILL PK,,,,1,1
CE01-0822,8/17/2001 12:00:00 AM,8/15/2001 12:00:00 AM,CODE ENFORCEMENT,USE,260 W FOOTHILL PK,,,,1,1
CE03-0388,4/24/2003 12:00:00 AM,4/15/2003 12:00:00 AM,CODE ENFORCEMENT,SIGN,260 W FOOTHILL PK,,,,1,1
CE04-0599,5/16/2004 12:00:00 AM,8/4/2004 12:00:00 AM,CODE ENFORCEMENT,SIGN,260 W FOOTHILL PK,,,,1,1
CE04-0197,2/22/2004 12:00:00 AM,5/11/2004 12:00:00 AM,CODE ENFORCEMENT,SIGN,260 W FOOTHILL PK,,,,1,1
CE08-1273,8/25/2008 12:00:00 AM,9/11/2008 12:00:00 AM,CODE ENFORCEMENT,SIGN,260 W FOOTHILL PK,,,,1,1
CE14-0480,5/29/2014 12:00:00 AM,7/2/2014 12:00:00 AM,CODE ENFORCEMENT,,260 W FOOTHILL PY ,,,,1,1
CE22-0715,5/24/2022 12:00:00 AM,11/18/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,260 W FOOTHILL PKWY,CORONA,CA,92882,1,1
CE01-0131,2/23/2001 12:00:00 AM,3/5/2001 12:00:00 AM,CODE ENFORCEMENT,PROP,1280 E SIXTH ST,,,,1,1
CE01-0625,7/19/2001 12:00:00 AM,8/6/2001 12:00:00 AM,CODE ENFORCEMENT,BLDGCODE,767 SHASTA DR,,,,1,1
CE02-0020,1/4/2002 12:00:00 AM,2/20/2002 12:00:00 AM,CODE ENFORCEMENT,USE,841 ENCINO PL,,,,1,1
CE03-0971,9/15/2003 12:00:00 AM,7/1/2004 12:00:00 AM,CODE ENFORCEMENT,MULTI,1280 E SIXTH ST,,,,1,1
CE05-0541,6/15/2005 12:00:00 AM,7/21/2005 12:00:00 AM,CODE ENFORCEMENT,MULTI,1280 E SIXTH ST     ,,,,1,1
CE11-0160,2/24/2011 12:00:00 AM,3/7/2011 12:00:00 AM,CODE ENFORCEMENT,AVA,943 AUBURNDALE ST     ,,,,1,1
CE09-1216,9/11/2009 12:00:00 AM,11/13/2009 12:00:00 AM,CODE ENFORCEMENT,PROP,1280 E SIXTH ST     ,,,,1,1
CE16-1600,12/5/2016 12:00:00 AM,3/3/2017 12:00:00 AM,CODE ENFORCEMENT,,2625 TAYLOR AV ,,,,1,1
CE20-0962,9/2/2020 12:00:00 AM,9/15/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1280 E SIXTH ST,CORONA,CA,92879,1,1
CE21-1434,12/22/2021 12:00:00 AM,1/7/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1280 E SIXTH ST,CORONA,CA,92879,1,1
CE21-0763,7/8/2021 12:00:00 AM,9/15/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1280 E SIXTH ST,CORONA,CA,92879,1,1
CE99-1162,8/22/2000 12:00:00 AM,9/25/2000 12:00:00 AM,CODE ENFORCEMENT,PROP,1280 E 6TH ST,,,,1,1
CC23-0971,6/26/2023 12:00:00 AM,7/24/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,956 W CRESTVIEW ST,CORONA,CA,92882,1,1
CC25-0540,4/28/2025 12:00:00 AM,5/8/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1023 CIRCLE CITY DR,CORONA,CA,92879,1,1
CE03-0329,4/9/2003 12:00:00 AM,8/20/2003 12:00:00 AM,CODE ENFORCEMENT,BLDGCODE,1023 CIRCLE CITY DR #B,,,,1,1
CE04-1230,9/23/2004 12:00:00 AM,11/16/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,1023 CIRCLE CITY DR     ,,,,1,1
CE07-1212,7/24/2007 12:00:00 AM,11/7/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1023 CIRCLE CITY DR     ,,,,1,1
CE14-0466,5/19/2014 12:00:00 AM,6/12/2014 12:00:00 AM,CODE ENFORCEMENT,,1023 CIRCLE CITY DR ,,,,1,1
CE16-0379,4/4/2016 12:00:00 AM,4/1/2016 12:00:00 AM,CODE ENFORCEMENT,,1023 CIRCLE CITY DR ,,,,1,1
CE16-0454,4/23/2016 12:00:00 AM,2/28/2017 12:00:00 AM,CODE ENFORCEMENT,,1023 CIRCLE CITY DR ,,,,1,1
CE18-0083,1/26/2018 12:00:00 AM,11/27/2024 12:00:00 AM,CODE ENFORCEMENT,DEVELOPMENT STANDARDS,1023 CIRCLE CITY DR UNIT B,CORONA,CA,92879,1,1
CE18-0093,1/29/2018 12:00:00 AM,9/19/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1427 GRANADA AV,CORONA,CA,92880,1,1
